"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"46","V","СЕРИЯ - Обозначение и № в серии","1=menu(.mnu)","obs.mnu\\1","8","6"
"46","W","Шифр документа в БД","0=text",,"8","6"
"46","X","ISSN предыдущего издания","0=text",,"8","6"
"46","Z","Язык параллельного заглавия","1=menu(.mnu)","jz.mnu\\2","1","1"
"47","1","1","0=text",,"1","1"
"47","2","2","0=text",,"1","1"
"47","3","3","0=text",,"1","1"
"47","4","4","0=text",,"1","1"
"47","5","5","0=text",,"1","1"
"47","6","6","0=text",,"1","1"
"47","7","7","0=text",,"1","1"
"47","8","8","0=text",,"1","1"
"47","9","9","0=text",,"1","1"
"47","A","10","0=text",,"1","1"
"47","B","11","0=text",,"1","1"
"47","C","12","0=text",,"1","1"
"47","D","13","0=text",,"1","1"
"47","E","14","0=text",,"1","1"
"47","F","15","0=text",,"1","1"
"47","X","Другое","0=text",,"1","1"
"48","1","1: Общественно-политическая литература[1,2,3,ЗК,9]","0=text",,"1","1"
"48","2","2: Природоведение, матем.,медицина[5,5A,61]","0=text",,"1","1"
"48","3","3: Техника[6]","0=text",,"1","1"
"48","4","4: Сельское хозяйство[63]","0=text",,"1","1"
"48","5","5: Искусство и спорт[7,7A]","0=text",,"1","1"
"48","6","6: Художественная литература  ???","0=text",,"1","1"
"48","7","7: Литература для школьников и учащихся 1-2 классов ???","0=text",,"1","1"
"48","8","8","0=text",,"1","1"
"48","9","9","0=text",,"1","1"
"48","X","X: Другое","0=text",,"1","1"
"49","1","1: Общественно-политическая литература[60,63]","0=text",,"1","1"
"49","2","2: Естественно-научная литература[2]","0=text",,"1","1"
"49","3","3: Техника[3]","0=text",,"1","1"
"49","4","4: Сельское хозяйство и медицина[4,5]","0=text",,"1","1"
"49","5","5: Искусство и спорт[75,85]","0=text",,"1","1"
"49","6","6: Художественная литература[81,83]","0=text",,"1","1"
"49","7","7: Литература для школьников и учащихся 1-2 классов[84]","0=text",,"1","1"
"49","8","8","0=text",,"1","1"
"49","9","9","0=text",,"1","1"
"49","X","X: Другое[65,71]","0=text",,"1","1"
"50","a","A: № договора","0=text",,"1","1"
"50","b","B: Срок действия","0=text",,"1","1"
"50","c","C: Пролонгация","0=text",,"1","1"
"50","d","D: Дата","0=text",,"1","1"
"50","e","E: Примечание","0=text",,"1","1"
"50","f","F: Стоимость договора","0=text",,"1","1"
"51","1","1: Дата","0=text","ALT+Д","1","1"
"51","2","2: Дата","0=text","ALT+Д","1","1"
"51","3","3: Дата","0=text","ALT+Д","1","1"
"51","4","4: Дата","0=text","ALT+Д","1","1"
"51","a","A: № счета","0=text",,"1","1"
"51","b","B: Cумма","0=text",,"1","1"
"51","c","C: Дата, способ отправки счета","0=text",,"1","1"
"51","d","D: Дата получения заказчиком","0=text",,"1","1"
"51","e","E: N платежки","0=text",,"1","1"
"51","f","F: № счет-фактуры","0=text",,"1","1"
"51","g","G: Cумма","0=text",,"1","1"
"51","h","H: Дата, способ отправки счет-фактуры","0=text",,"1","1"
"51","i","I: Дата получения заказчиком счет-фактуры","0=text",,"1","1"
"51","j","J: Акт №/дата","0=text",,"1","1"
"51","k","K: Дата, способ отправки акта","0=text",,"1","1"
"51","l","L: Дата получения заказчиком акта","0=text",,"1","1"
"51","m","M: Дата получения акта МБА","0=text",,"1","1"
"51","n","N: Дополнительная информация","0=text",,"1","1"
"51","o","O: Сумма","0=text",,"1","1"
"51","p","P: Сумма","0=text",,"1","1"
"53","A","A: Док-ты для контроля","1=menu(.mnu)","53.mnu","1","1"
"53","B","B: Примечания","0=text",,"1","1"
"59","A","Поставщик издания (полные сведения)","2=dict(,pref=)",",OR=,V***^e","1","1"
"59","C","Примечание","0=text",,"1","1"
"59","D","Подписное агентство","0=text",,"1","1"
"59","F","Поставщик издания (краткие сведения)","1=menu(.mnu)","kp.mnu\\2","1","1"
"60","A","Код по справочнику","1=menu(.mnu)","tema.mnu\\2","1","1"
"60","X","Текстовое уточнение","2=dict(,pref=)",",TE=,","1","1"
"62","-","-: Кафедра/Подразделение","1=menu(.mnu); 2=dict(,pref=)","kafch.mnu","2","2"
"62","!","----------------Заказ-------------------","!0",,"1","1"
"62","?","__________Поступление______________","!0",,"1","1"
"62","1","1: Требуемое кол-во экз.","!0; 0=text",,"4","3"
"62","2","Для места хранения","1=menu(.mnu)",",mhr.mnu","2","2"
"62","3","Для экземпляров: 0 / U / C","0=text",,"2","2"
"62","6","Номер заказа","0=text; 2=dict(,pref=)","CMPL,MNZ=","6","3"
"62","7","7: Идентификатор заявки","2=dict(,pref=)",",IZ=","2","2"
"62","9","9: Автор заявки","2=dict(,pref=)",",AZ=","2","2"
"62","A","_____Организация_______","2=dict(,pref=)",",OR=,v***^a,"". ""v***^b,""^K""v***^e","4","2"
"62","B","Номер заказа","2=dict(,pref=)",",SZ=","3","2"
"62","C","Дата","0=text",,"5","2"
"62","D","ЗАКАЗАНО(экз.)","0=text",,"5","2"
"62","E","ЗАКАЗАНО(наимен.)","0=text",,"2","2"
"62","F","N поручения","0=text",,"2","2"
"62","G","ПОЛУЧЕНО(экз.)","0=text",,"4","2"
"62","H","Дополнительные сведения","0=text",,"4","2"
"62","I","I: Дата","0=text",,"1","1"
"62","J","J: Наимен.","0=text",,"1","1"
"62","K","Код","2=dict(,pref=)",",OR=,v***^e","4","2"
"62","L","L: Условия продажи","0=text",,"1","1"
"62","M","M: Период","1=menu(.mnu)","33.mnu","1","1"
"62","N","ПЕРЕЧИСЛЕНО(сумма)","0=text",,"2","2"
"62","P","P: ПОЛУЧЕНО (Сумма)","0=text",,"1","1"
"62","R","R: НДС","0=text",,"1","1"
"62","S","S: Почтовые расходы","0=text",,"1","1"
"62","T","Название для Реестра","0=text",,"2","2"
"62","U","U: Номер КСУ партии","0=text; 2=dict(,pref=)",",KSU=","2","1"
"62","W","W: Статус заявки","1=menu(.mnu)","StatusZ.mnu","2","2"
"67","0","Учебный год","0=text",,"2","2"
"67","1","НЕ ПЕРЕВЕДЕН","7=yes/no","dn.mnu","2","2"
"67","A","Факультет","1=menu(.mnu)","691a.mnu","2","2"
"67","C","Специальность","1=menu(.mnu)","691c.mnu","2","2"
"67","F","Семестр","0=text",,"2","2"
"68","A","Факультет","1=menu(.mnu)","fak.mnu","4","3"
"68","C","Специальность","6=tree(.tre)","spec.tre\\ -","4","3"
"68","E","Номер группы","0=text",,"1","1"
"68","F","Семестр","0=text",,"3","3"
"68","H","Выпускающая кафедра","1=menu(.mnu)","kafv.mnu","2","1"
"68","L","Филиал","1=menu(.mnu)","fili.mnu","1","1"
"68","N","Направление","1=menu(.mnu)","napr.mnu\\2","4","3"
"68","O","Форма обучения","1=menu(.mnu)","fo.mnu","2","1"
"68","T","Институт","1=menu(.mnu)","Institut.mnu","1","1"
"68","V","Вид обучения","1=menu(.mnu)","vo.mnu","4","3"
"68","Z","Количество студентов для контингента","0=text",,"1","1"
"69","0","Идентификатор дисциплины","2=dict(,pref=)",",IDD=,v3^0,""^D""v3^a,""^B""v5","1","1"
"69","9","Признак""Готов-Не готов""/Дата","7=yes/no","839.mnu","1","1"
"69","B","Кафедра читающая","1=menu(.mnu)","kafch.mnu\\2","4","3"
"69","D","Дисциплина","0=text; 2=dict(,pref=)","VUZ,DUNSS=,v3^a,'^W'v97","4","3"
"69","F","Семестр","0=text",,"1","1"
"80","1","Замена в той же книге (БО есть в ЭК)?","7=yes/no","NoYes.mnu","1","1"
"80","A","Инвентарый номер (ШК) утерянного экземпляра","2=dict(,pref=)","@PRIVATE/EKP/IBIS,EXU=,","1","1"
"80","B","Инвентарый номер заменяющего экземпляра","15","&uf('+7W10#'),,&uf('+7W12#'),,&uf('+7U10#',,(if p(v80) then &uf('7',v80^C,,,&uf('+7W12#',v80^C),,,',!NKSU=',,,&uf('Av88^A#1'),,'!,(,|^+|d910,,,&uf(|Ag12#1|d910),,,,v910/)') fi/)  ),,&uf('+7W11#',,,(if p(g10) then if &uf('+97',g10^U)=&uf('+97',&uf('Av88^A#1')) then  if g10^B<>'' then g10^B,,'@',g10^+/,fi  if g10^H<>'' then g10^H,,'@',g10^+/,fi fi fi/),,,),,&uf('+7G11'),,&uf('+7W13#',,(if p(g11) then &uf('G0@',g11)/&uf('G2@',g11) fi/)   ),,(g13/)/' '/' '/","1","1"
"80","C","Имя БД каталога утерянного экз-ра","1=menu(.mnu)","dbnam3.mnu\SYS,1","1","1"
"80","D","Место хранения экз-ра","1=menu(.mnu)","mhr.mnu","1","1"
"80","H","Штрих-код заменяющего экземпляра","15","&uf('+7W10#'),,&uf('+7W12#'),,&uf('+7U10#',,(if p(v80) then &uf('7',v80^C,,,&uf('+7W12#',v80^C),,,',!NKSU=',,,&uf('Av88^A#1'),,'!,(,|^+|d910,,,&uf(|Ag12#1|d910),,,,v910/)') fi/)  ),,&uf('+7W11#',,,(if p(g10) then if &uf('+97',g10^U)=&uf('+97',&uf('Av88^A#1')) then  if g10^B<>'' then g10^B,,'@',g10^+/,fi  if g10^H<>'' then g10^H,,'@',g10^+/,fi fi fi/),,,),,&uf('+7G11'),,&uf('+7W13#',,(if p(g11) then &uf('G0@',g11)/&uf('G2@',g11) fi/)   ),,(g13/)/' '/' '/","1","1"
"81","A","Наименование организации","0=text; 2=dict(,pref=)","CMPL,OR=,v***^a,"". ""v***^b,""^K""v***^e","4","4"
"81","B","Город","0=text; 1=menu(.mnu)","gor.mnu\\1","2","2"
"81","C","Предыдущее название","0=text",,"1","1"
"81","D","КОД - признак региона","0=text; 1=menu(.mnu)","kr.mnu\\1","2","2"
"81","E","E: Должность","0=text; 2=dict(,pref=)","CMPL,OR=,v***^e","3","3"
"81","F","F: Факс","0=text",,"1","1"
"81","I","I: Интернет-сайт","0=text",,"1","1"
"81","K","Код","2=dict(,pref=)","CMPL,OR=,v***^e","1","1"
"81","M","M: E-mail","0=text",,"1","1"
"81","T","T: Телефон","0=text",,"1","1"
"82","A","A: ФИО руководителя","0=text; 1=menu(.mnu)","fak.mnu\\2","3","3"
"82","B","Кафедра читающая","0=text; 1=menu(.mnu)","kafch.mnu\\2","3","3"
"82","C","Телефон","0=text",,"2","2"
"82","D","D: Интернет-сайт","0=text",,"2","2"
"82","E","E: Факс","0=text",,"2","2"
"82","F","F: E-mail","0=text",,"2","2"
"82","N","Номер направления","1=menu(.mnu)","napr.mnu\\2","1","1"
"82","W","Уникальный номер специальности","0=text",,"1","1"
"83","?","Переносить в архивное поле?","7=yes/no","noyes.mnu","1","1"
"83","@","Список дополнительных БД каталога","0=text",,"1","1"
"83","0","Дисциплина","0=text",,"1","1"
"83","1","MFN записи","0=text",,"1","1"
"83","9","Признак""Связанные откорректированы""/Дата","!0",,"1","1"
"83","A","Индекс","0=text; 1=menu(.mnu); 7=yes/no","fak.mnu\\1","7","3"
"83","B","Кафедра","0=text; 1=menu(.mnu); 7=yes/no","kafch.mnu","5","3"
"83","C","Специальность/Профиль","0=text; 1=menu(.mnu); 6=tree(.tre)","spec.tre\\ -","7","3"
"83","D","Город","0=text; 2=dict(,pref=)",",TN=,*","3","2"
"83","E","E: Номер Группы","0=text; 1=menu(.mnu); 2=dict(,pref=)",",VGR=","6","3"
"83","F","Дополнительные данные","0=text",,"7","3"
"83","H","Вып.кафедра","0=text; 1=menu(.mnu)","kafv.mnu\\2","4","1"
"83","I","Идентификатор","0=text",,"1","1"
"83","L","Филиал","1=menu(.mnu)","fili.mnu","2","1"
"83","N","Направление","1=menu(.mnu)","napr.mnu\\1","4","1"
"83","O","Форма обуч.","1=menu(.mnu)","fo.mnu","3","1"
"83","T","Институт","0=text",,"2","1"
"83","V","Вид обуч.","1=menu(.mnu)","vo.mnu","4","1"
"83","W","УНД","!0",,"1","1"
"84","1","Дебет счета","0=text",,"1","1"
"84","2","Кредит счета","0=text",,"1","1"
"84","A","A: Р/счет","0=text",,"2","2"
"84","B","B: Кор.счет","0=text",,"2","2"
"84","C","Банк","0=text",,"2","2"
"84","D","D: Лицевой счет","0=text",,"1","1"
"84","E","ИНН","0=text",,"2","2"
"84","F","БИК","0=text",,"2","2"
"84","G","G: Код по ОКОНХ","0=text",,"2","2"
"84","H","Код по ОКПО","0=text",,"2","2"
